Seed Keyword,Suggested Keyword,Search Intent,Wildcard / Query Pattern,Pattern Type,Search Depth,Parent Suggestion,Country (GL),Language (HL),Rank Position,Timestamp
"Heart symbols","kingdom hearts 3 heart symbol","General","3 Heart symbols","Number Prefix (3)","Level 1","","IN","EN",10,"2026-09-16T09:54:01.420Z"
"Heart symbols","l heart symbol","General","l Heart symbols","Alphabet Prefix (l)","Level 1","","IN","EN",1,"2026-09-16T09:53:33.961Z"
"Heart symbols","left heart symbol","General","l Heart symbols","Alphabet Prefix (l)","Level 1","","IN","EN",2,"2026-09-16T09:53:33.961Z"
"Heart symbols","less than 3 heart symbol","General","3 Heart symbols","Number Prefix (3)","Level 1","","IN","EN",12,"2026-09-16T09:54:01.420Z"
"Heart symbols","lies of p heart symbol","General","p Heart symbols","Alphabet Prefix (p)","Level 1","","IN","EN",2,"2026-09-16T09:53:38.331Z"
"Heart symbols","lots of heart symbols","General","o Heart symbols","Alphabet Prefix (o)","Level 1","","IN","EN",4,"2026-09-16T09:53:37.245Z"
"Heart symbols","lots of heart symbols 3","General","o Heart symbols","Alphabet Prefix (o)","Level 1","","IN","EN",7,"2026-09-16T09:53:37.245Z"
"Heart symbols","lots of heart symbols manga","General","o Heart symbols","Alphabet Prefix (o)","Level 1","","IN","EN",9,"2026-09-16T09:53:37.245Z"
"Heart symbols","love heart symbol to copy and paste","General","Heart symbols to","Modifier Suffix (to)","Level 1","","IN","EN",14,"2026-09-16T09:54:39.395Z"
"Heart symbols","m heart symbol","General","m Heart symbols","Alphabet Prefix (m)","Level 1","","IN","EN",1,"2026-09-16T09:53:35.074Z"
"Heart symbols","m heart symbol text","General","m Heart symbols","Alphabet Prefix (m)","Level 1","","IN","EN",3,"2026-09-16T09:53:35.074Z"
"Heart symbols","meaning of heart symbols","Informational","o Heart symbols","Alphabet Prefix (o)","Level 1","","IN","EN",3,"2026-09-16T09:53:37.245Z"
"Heart symbols","meaning of heart symbols in whatsapp","Informational","o Heart symbols","Alphabet Prefix (o)","Level 1","","IN","EN",6,"2026-09-16T09:53:37.245Z"
"Heart symbols","michael jackson heart symbol","General","Heart symbols j","Alphabet Suffix (j)","Level 1","","IN","EN",15,"2026-09-16T09:52:52.509Z"
"Heart symbols","miss u heart symbol","General","u Heart symbols","Alphabet Prefix (u)","Level 1","","IN","EN",2,"2026-09-16T09:53:44.975Z"
"Heart symbols","miss you heart symbol","General","Heart symbols y","Alphabet Suffix (y)","Level 1","","IN","EN",13,"2026-09-16T09:53:16.956Z"
"Heart symbols","my heart symbols","General","i Heart symbols","Alphabet Prefix (i)","Level 1","","IN","EN",3,"2026-09-16T09:53:30.154Z"
"Heart symbols","n heart symbol","General","n Heart symbols","Alphabet Prefix (n)","Level 1","","IN","EN",1,"2026-09-16T09:53:36.148Z"
"Heart symbols","omron 3 heart symbol meaning","Informational","3 Heart symbols","Number Prefix (3)","Level 1","","IN","EN",8,"2026-09-16T09:54:01.420Z"
"Heart symbols","omron heart symbol 2","General","Heart symbols 2","Number Suffix (2)","Level 1","","IN","EN",5,"2026-09-16T09:53:58.200Z"
"Heart symbols","omron intellisense 3 heart symbol","General","3 Heart symbols","Number Prefix (3)","Level 1","","IN","EN",9,"2026-09-16T09:54:01.420Z"
"Heart symbols","p heart symbol","General","p Heart symbols","Alphabet Prefix (p)","Level 1","","IN","EN",1,"2026-09-16T09:53:38.331Z"
"Heart symbols","p letter heart symbol","General","p Heart symbols","Alphabet Prefix (p)","Level 1","","IN","EN",4,"2026-09-16T09:53:38.331Z"
"Heart symbols","pale heart symbols destiny 2","General","Heart symbols 2","Number Suffix (2)","Level 1","","IN","EN",7,"2026-09-16T09:53:58.200Z"
"Heart symbols","payday 2 heart symbol","General","Heart symbols 2","Number Suffix (2)","Level 1","","IN","EN",15,"2026-09-16T09:53:58.200Z"
"Heart symbols","payday 3 heart symbol","General","3 Heart symbols","Number Prefix (3)","Level 1","","IN","EN",13,"2026-09-16T09:54:01.420Z"
"Heart symbols","pictures of heart symbols","General","o Heart symbols","Alphabet Prefix (o)","Level 1","","IN","EN",8,"2026-09-16T09:53:37.245Z"
"Heart symbols","q heart tattoo meaning","Informational","q Heart symbols","Alphabet Prefix (q)","Level 1","","IN","EN",2,"2026-09-16T09:53:39.430Z"
"Heart symbols","queen of hearts symbol","General","Heart symbols q","Alphabet Suffix (q)","Level 1","","IN","EN",4,"2026-09-16T09:53:06.200Z"
"Heart symbols","question mark heart symbol","General","Heart symbols q","Alphabet Suffix (q)","Level 1","","IN","EN",7,"2026-09-16T09:53:06.200Z"
"Heart symbols","qwerty heart symbol","General","Heart symbols q","Alphabet Suffix (q)","Level 1","","IN","EN",12,"2026-09-16T09:53:06.206Z"
"Heart symbols","r heart symbol","General","r Heart symbols","Alphabet Prefix (r)","Level 1","","IN","EN",1,"2026-09-16T09:53:40.667Z"
"Heart symbols","red dead online heart symbol","General","Heart symbols online","Modifier Suffix (online)","Level 1","","IN","EN",1,"2026-09-16T09:54:48.557Z"
"Heart symbols","right heart symbol","General","r Heart symbols","Alphabet Prefix (r)","Level 1","","IN","EN",2,"2026-09-16T09:53:40.667Z"
"Heart symbols","s heart symbol","General","s Heart symbols","Alphabet Prefix (s)","Level 1","","IN","EN",1,"2026-09-16T09:53:41.902Z"
"Heart symbols","s heart symbol copy and paste","General","s Heart symbols","Alphabet Prefix (s)","Level 1","","IN","EN",2,"2026-09-16T09:53:41.902Z"
"Heart symbols","s heart symbol tattoo","General","s Heart symbols","Alphabet Prefix (s)","Level 1","","IN","EN",4,"2026-09-16T09:53:41.902Z"
"Heart symbols","s heart symbol text","General","s Heart symbols","Alphabet Prefix (s)","Level 1","","IN","EN",3,"2026-09-16T09:53:41.902Z"
"Heart symbols","s letter heart symbol","General","s Heart symbols","Alphabet Prefix (s)","Level 1","","IN","EN",6,"2026-09-16T09:53:41.902Z"
"Heart symbols","sims 4 heart symbol","General","4 Heart symbols","Number Prefix (4)","Level 1","","IN","EN",3,"2026-09-16T09:54:03.786Z"
"Heart symbols","small heart symbol 3","General","3 Heart symbols","Number Prefix (3)","Level 1","","IN","EN",15,"2026-09-16T09:54:01.420Z"
"Heart symbols","star and heart symbols","General","a Heart symbols","Alphabet Prefix (a)","Level 1","","IN","EN",5,"2026-09-16T09:53:19.393Z"
"Heart symbols","symbol of love without heart","General","Heart symbols without","Modifier Suffix (without)","Level 1","","IN","EN",6,"2026-09-16T09:54:36.945Z"
"Heart symbols","symbol of sacred heart of jesus","General","Heart symbols j","Alphabet Suffix (j)","Level 1","","IN","EN",12,"2026-09-16T09:52:52.509Z"
"Heart symbols","symbol of yellow heart emoji","General","Heart symbols y","Alphabet Suffix (y)","Level 1","","IN","EN",11,"2026-09-16T09:53:16.956Z"
"Heart symbols","symbols heart and star","General","Heart symbols vs","Modifier Suffix (vs)","Level 1","","IN","EN",7,"2026-09-16T09:54:38.308Z"
"Heart symbols","t heart symbol","General","t Heart symbols","Alphabet Prefix (t)","Level 1","","IN","EN",1,"2026-09-16T09:53:43.317Z"
"Heart symbols","thank you heart symbol","General","Heart symbols y","Alphabet Suffix (y)","Level 1","","IN","EN",14,"2026-09-16T09:53:16.956Z"
"Heart symbols","three heart symbols","General","3 Heart symbols","Number Prefix (3)","Level 1","","IN","EN",5,"2026-09-16T09:54:01.420Z"
"Heart symbols","top heart symbol","Commercial","top Heart symbols","Modifier Prefix (top)","Level 1","","IN","EN",2,"2026-09-16T09:54:46.181Z"
"Heart symbols","two heart symbols","General","2 Heart symbols","Number Prefix (2)","Level 1","","IN","EN",2,"2026-09-16T09:53:59.233Z"
"Heart symbols","two heart symbols in snapchat meaning","Informational","2 Heart symbols","Number Prefix (2)","Level 1","","IN","EN",3,"2026-09-16T09:53:59.233Z"
"Heart symbols","type heart symbol","General","best Heart symbols","Modifier Prefix (best)","Level 1","","IN","EN",9,"2026-09-16T09:54:43.917Z"
"Heart symbols","types of heart symbols","General","o Heart symbols","Alphabet Prefix (o)","Level 1","","IN","EN",5,"2026-09-16T09:53:37.245Z"
"Heart symbols","u heart symbol","General","u Heart symbols","Alphabet Prefix (u)","Level 1","","IN","EN",1,"2026-09-16T09:53:44.975Z"
"Heart symbols","upside down heart symbol in quran","General","Heart symbols q","Alphabet Suffix (q)","Level 1","","IN","EN",6,"2026-09-16T09:53:06.200Z"
"Heart symbols","utf 8 heart symbol","General","8 Heart symbols","Number Prefix (8)","Level 1","","IN","EN",1,"2026-09-16T09:54:14.865Z"
"Heart symbols","v heart symbol","General","v Heart symbols","Alphabet Prefix (v)","Level 1","","IN","EN",1,"2026-09-16T09:53:47.250Z"
"Heart symbols","v heart symbol text","General","v Heart symbols","Alphabet Prefix (v)","Level 1","","IN","EN",2,"2026-09-16T09:53:47.250Z"
"Heart symbols","vsco heart symbol","General","Heart symbols vs","Modifier Suffix (vs)","Level 1","","IN","EN",9,"2026-09-16T09:54:38.308Z"
"Heart symbols","w heart symbol","General","w Heart symbols","Alphabet Prefix (w)","Level 1","","IN","EN",1,"2026-09-16T09:53:48.693Z"
"Heart symbols","what black heart symbolize","Informational","what Heart symbols","Question Starter (what)","Level 1","","IN","EN",11,"2026-09-16T09:54:24.202Z"
"Heart symbols","what can heart symbolize","Informational","can Heart symbols","Question Starter (can)","Level 1","","IN","EN",1,"2026-09-16T09:54:30.275Z"
"Heart symbols","what do heart icons mean","Informational","Heart symbols z","Alphabet Suffix (z)","Level 1","","IN","EN",12,"2026-09-16T09:53:18.082Z"
"Heart symbols","what does ♥mean","Informational","u Heart symbols","Alphabet Prefix (u)","Level 1","","IN","EN",4,"2026-09-16T09:53:44.975Z"
"Heart symbols","what does 4 heart emoji mean","Informational","4 Heart symbols","Number Prefix (4)","Level 1","","IN","EN",4,"2026-09-16T09:54:03.786Z"
"Heart symbols","what does 5 heart emoji mean","Informational","Heart symbols 5","Number Suffix (5)","Level 1","","IN","EN",5,"2026-09-16T09:54:04.807Z"
"Heart symbols","what does 9 hearts mean","Informational","Heart symbols 9","Number Suffix (9)","Level 1","","IN","EN",4,"2026-09-16T09:54:15.957Z"
"Heart symbols","what does a ❤ heart mean","Informational","v Heart symbols","Alphabet Prefix (v)","Level 1","","IN","EN",4,"2026-09-16T09:53:47.250Z"
"Heart symbols","what does a heart symbol mean in a text message","Informational","Heart symbols x","Alphabet Suffix (x)","Level 1","","IN","EN",7,"2026-09-16T09:53:15.449Z"
"Heart symbols","what does different heart symbols mean","Informational","a Heart symbols","Alphabet Prefix (a)","Level 1","","IN","EN",10,"2026-09-16T09:53:19.393Z"
"Heart symbols","what does heart symbol mean","Informational","what Heart symbols","Question Starter (what)","Level 1","","IN","EN",7,"2026-09-16T09:54:24.202Z"
"Heart symbols","what does heart symbolize","Informational","what Heart symbols","Question Starter (what)","Level 1","","IN","EN",6,"2026-09-16T09:54:24.202Z"
"Heart symbols","what does red heart symbol mean","Informational","r Heart symbols","Alphabet Prefix (r)","Level 1","","IN","EN",7,"2026-09-16T09:53:40.667Z"
"Heart symbols","what heart symbol in whatsapp","Informational","what Heart symbols","Question Starter (what)","Level 1","","IN","EN",5,"2026-09-16T09:54:24.202Z"
"Heart symbols","what heart symbol meaning","Informational","what Heart symbols","Question Starter (what)","Level 1","","IN","EN",1,"2026-09-16T09:54:24.202Z"
"Heart symbols","what heart symbolizes","Informational","what Heart symbols","Question Starter (what)","Level 1","","IN","EN",2,"2026-09-16T09:54:24.202Z"
"Heart symbols","what heart symbolizes friendship","Informational","what Heart symbols","Question Starter (what)","Level 1","","IN","EN",3,"2026-09-16T09:54:24.202Z"
"Heart symbols","what heart symbolizes love","Informational","what Heart symbols","Question Starter (what)","Level 1","","IN","EN",4,"2026-09-16T09:54:24.202Z"
"Heart symbols","what is heart symbol","Informational","what is Heart symbols","Question Starter (what is)","Level 1","","IN","EN",8,"2026-09-16T09:54:22.761Z"
"Heart symbols","what is heart symbol in gpay","Informational","what is Heart symbols","Question Starter (what is)","Level 1","","IN","EN",7,"2026-09-16T09:54:22.761Z"
"Heart symbols","what is heart symbol in gpay app","Informational","what is Heart symbols","Question Starter (what is)","Level 1","","IN","EN",9,"2026-09-16T09:54:22.761Z"
"Heart symbols","what is heart symbol in gpay meaning","Informational","what is Heart symbols","Question Starter (what is)","Level 1","","IN","EN",11,"2026-09-16T09:54:22.761Z"
"Heart symbols","what is heart symbol in snapchat","Informational","what is Heart symbols","Question Starter (what is)","Level 1","","IN","EN",4,"2026-09-16T09:54:22.761Z"
"Heart symbols","what is heart symbol in whatsapp","Informational","what is Heart symbols","Question Starter (what is)","Level 1","","IN","EN",2,"2026-09-16T09:54:22.761Z"
"Heart symbols","what is heart symbol meaning","Informational","8 Heart symbols","Number Prefix (8)","Level 1","","IN","EN",6,"2026-09-16T09:54:14.865Z"
"Heart symbols","what is heart symbol meaning in teams chat","Informational","what is Heart symbols","Question Starter (what is)","Level 1","","IN","EN",5,"2026-09-16T09:54:22.761Z"
"Heart symbols","what is heart symbol on instagram","Informational","what is Heart symbols","Question Starter (what is)","Level 1","","IN","EN",10,"2026-09-16T09:54:22.761Z"
"Heart symbols","what is heart symbol on instagram story","Informational","what is Heart symbols","Question Starter (what is)","Level 1","","IN","EN",1,"2026-09-16T09:54:22.761Z"
"Heart symbols","what is heart symbol on iphone","Informational","what is Heart symbols","Question Starter (what is)","Level 1","","IN","EN",6,"2026-09-16T09:54:22.761Z"
"Heart symbols","what is heart symbol on snapchat","Informational","what Heart symbols","Question Starter (what)","Level 1","","IN","EN",10,"2026-09-16T09:54:24.202Z"
"Heart symbols","what is the heart symbol","Informational","Heart symbols x","Alphabet Suffix (x)","Level 1","","IN","EN",6,"2026-09-16T09:53:15.449Z"
"Heart symbols","what is the heart symbol based on","Informational","what is Heart symbols","Question Starter (what is)","Level 1","","IN","EN",12,"2026-09-16T09:54:22.761Z"
"Heart symbols","what is the heart symbol on blood pressure monitor","Informational","what is Heart symbols","Question Starter (what is)","Level 1","","IN","EN",13,"2026-09-16T09:54:22.761Z"
"Heart symbols","what is the heart symbol on facebook","Informational","what is Heart symbols","Question Starter (what is)","Level 1","","IN","EN",14,"2026-09-16T09:54:22.761Z"
"Heart symbols","what is white heart symbol","Informational","what is Heart symbols","Question Starter (what is)","Level 1","","IN","EN",15,"2026-09-16T09:54:22.761Z"
"Heart symbols","what symbols make a heart","Informational","Heart symbols z","Alphabet Suffix (z)","Level 1","","IN","EN",13,"2026-09-16T09:53:18.082Z"
"Heart symbols","what white heart symbolises","Informational","what Heart symbols","Question Starter (what)","Level 1","","IN","EN",15,"2026-09-16T09:54:24.202Z"
"Heart symbols","what yellow heart symbolize","Informational","what Heart symbols","Question Starter (what)","Level 1","","IN","EN",12,"2026-09-16T09:54:24.202Z"
"Heart symbols","when did heart become symbol of love","Informational","when Heart symbols","Question Starter (when)","Level 1","","IN","EN",3,"2026-09-16T09:54:29.227Z"
"Heart symbols","when did heart symbol originate","Informational","when Heart symbols","Question Starter (when)","Level 1","","IN","EN",2,"2026-09-16T09:54:29.227Z"
"Heart symbols","when heart symbol was invented","Informational","when Heart symbols","Question Starter (when)","Level 1","","IN","EN",1,"2026-09-16T09:54:29.227Z"
"Heart symbols","where did the heart symbol come from","Informational","f Heart symbols","Alphabet Prefix (f)","Level 1","","IN","EN",5,"2026-09-16T09:53:26.284Z"
"Heart symbols","where does heart symbol come from","Informational","where Heart symbols","Question Starter (where)","Level 1","","IN","EN",1,"2026-09-16T09:54:26.597Z"
"Heart symbols","where does heart symbol originate from","Informational","where Heart symbols","Question Starter (where)","Level 1","","IN","EN",4,"2026-09-16T09:54:26.597Z"
"Heart symbols","where does the heart symbol come from","Informational","m Heart symbols","Alphabet Prefix (m)","Level 1","","IN","EN",5,"2026-09-16T09:53:35.074Z"
"Heart symbols","where is heart symbol in word","Informational","where Heart symbols","Question Starter (where)","Level 1","","IN","EN",3,"2026-09-16T09:54:26.597Z"
"Heart symbols","where is heart symbol on keyboard","Informational","where Heart symbols","Question Starter (where)","Level 1","","IN","EN",2,"2026-09-16T09:54:26.597Z"
"Heart symbols","where the heart symbol came from","Informational","where Heart symbols","Question Starter (where)","Level 1","","IN","EN",6,"2026-09-16T09:54:26.597Z"
"Heart symbols","which color heart symbolizes friendship","Informational","which Heart symbols","Question Starter (which)","Level 1","","IN","EN",5,"2026-09-16T09:54:31.358Z"
"Heart symbols","which colour heart is symbol of friendship","Informational","which Heart symbols","Question Starter (which)","Level 1","","IN","EN",6,"2026-09-16T09:54:31.358Z"
"Heart symbols","which heart symbol","Informational","which Heart symbols","Question Starter (which)","Level 1","","IN","EN",4,"2026-09-16T09:54:31.358Z"
"Heart symbols","which heart symbol is for friendship","Informational","which Heart symbols","Question Starter (which)","Level 1","","IN","EN",1,"2026-09-16T09:54:31.358Z"
"Heart symbols","which heart symbolises friendship","Informational","which Heart symbols","Question Starter (which)","Level 1","","IN","EN",2,"2026-09-16T09:54:31.358Z"
"Heart symbols","which heart symbolizes love","Informational","which Heart symbols","Question Starter (which)","Level 1","","IN","EN",3,"2026-09-16T09:54:31.358Z"
"Heart symbols","who created heart symbol","Informational","who Heart symbols","Question Starter (who)","Level 1","","IN","EN",2,"2026-09-16T09:54:28.104Z"
"Heart symbols","who invented heart symbol","Informational","who Heart symbols","Question Starter (who)","Level 1","","IN","EN",1,"2026-09-16T09:54:28.104Z"
"Heart symbols","who made heart symbol","Informational","who Heart symbols","Question Starter (who)","Level 1","","IN","EN",3,"2026-09-16T09:54:28.104Z"
"Heart symbols","why does heart symbol look like that","Informational","why Heart symbols","Question Starter (why)","Level 1","","IN","EN",8,"2026-09-16T09:54:25.419Z"
"Heart symbols","why does the heart symbol look like that","Informational","w Heart symbols","Alphabet Prefix (w)","Level 1","","IN","EN",10,"2026-09-16T09:53:48.693Z"
"Heart symbols","why heart symbol","Informational","why Heart symbols","Question Starter (why)","Level 1","","IN","EN",4,"2026-09-16T09:54:25.419Z"
"Heart symbols","why heart symbol in gpay","Informational","why Heart symbols","Question Starter (why)","Level 1","","IN","EN",6,"2026-09-16T09:54:25.419Z"
"Heart symbols","why heart symbol is different from real heart","Informational","why Heart symbols","Question Starter (why)","Level 1","","IN","EN",1,"2026-09-16T09:54:25.419Z"
"Heart symbols","why heart symbol of love","Informational","why Heart symbols","Question Starter (why)","Level 1","","IN","EN",5,"2026-09-16T09:54:25.419Z"
"Heart symbols","why heart symbol shape","Informational","why Heart symbols","Question Starter (why)","Level 1","","IN","EN",2,"2026-09-16T09:54:25.419Z"
"Heart symbols","why heart symbolizes love","Informational","why Heart symbols","Question Starter (why)","Level 1","","IN","EN",3,"2026-09-16T09:54:25.419Z"
"Heart symbols","why is heart love symbol","Informational","k Heart symbols","Alphabet Prefix (k)","Level 1","","IN","EN",11,"2026-09-16T09:53:32.832Z"
"Heart symbols","why is heart symbol shaped like that","Informational","why Heart symbols","Question Starter (why)","Level 1","","IN","EN",7,"2026-09-16T09:54:25.419Z"
"Heart symbols","windows 11 heart symbol on battery","General","Heart symbols 1","Number Suffix (1)","Level 1","","IN","EN",5,"2026-09-16T09:53:55.980Z"
"Heart symbols","x heart o symbol","General","o Heart symbols","Alphabet Prefix (o)","Level 1","","IN","EN",11,"2026-09-16T09:53:37.245Z"
"Heart symbols","x heart o symbol meaning","Informational","Heart symbols x","Alphabet Suffix (x)","Level 1","","IN","EN",4,"2026-09-16T09:53:15.449Z"
"Heart symbols","x heart symbol","General","x Heart symbols","Alphabet Prefix (x)","Level 1","","IN","EN",1,"2026-09-16T09:53:50.054Z"
"Heart symbols","xo heart symbol","General","Heart symbols x","Alphabet Suffix (x)","Level 1","","IN","EN",2,"2026-09-16T09:53:15.449Z"
"Heart symbols","xros heart symbol","General","Heart symbols x","Alphabet Suffix (x)","Level 1","","IN","EN",5,"2026-09-16T09:53:15.449Z"
"Heart symbols","y heart symbol","General","y Heart symbols","Alphabet Prefix (y)","Level 1","","IN","EN",2,"2026-09-16T09:53:51.902Z"
"Heart symbols","y2k heart symbols copy and paste","General","Heart symbols y","Alphabet Suffix (y)","Level 1","","IN","EN",7,"2026-09-16T09:53:16.956Z"
"Heart symbols","yellow heart symbol meaning","Informational","Heart symbols y","Alphabet Suffix (y)","Level 1","","IN","EN",8,"2026-09-16T09:53:16.956Z"
"Heart symbols","yellow heart symbol tinder","General","Heart symbols y","Alphabet Suffix (y)","Level 1","","IN","EN",10,"2026-09-16T09:53:16.956Z"
"Heart symbols","yin yang heart symbol","General","Heart symbols y","Alphabet Suffix (y)","Level 1","","IN","EN",12,"2026-09-16T09:53:16.956Z"
"Heart symbols","z heart symbol","General","Heart symbols z","Alphabet Suffix (z)","Level 1","","IN","EN",10,"2026-09-16T09:53:18.082Z"
"Heart symbols","z special characters","General","z Heart symbols","Alphabet Prefix (z)","Level 1","","IN","EN",4,"2026-09-16T09:53:53.034Z"
"Heart symbols","zagreb heart symbol","General","Heart symbols z","Alphabet Suffix (z)","Level 1","","IN","EN",9,"2026-09-16T09:53:18.082Z"
"Heart symbols","zelda heart symbol","General","Heart symbols z","Alphabet Suffix (z)","Level 1","","IN","EN",7,"2026-09-16T09:53:18.082Z"
